job_title,work_year,salary_in_usd
Data Product Manager,2023,145000
Data Product Manager,2023,120000
Data Engineer,2023,88000
Data Engineer,2023,60000
Data Management Specialist,2023,123000
Data Management Specialist,2023,93593
ML Engineer,2023,276000
ML Engineer,2023,174000
Data Scientist,2023,185900
Data Scientist,2023,129300
Machine Learning Engineer,2023,222405
Machine Learning Engineer,2023,172800
Data Analyst,2023,120350
Data Analyst,2023,74400
Data Engineer,2023,205600
Data Engineer,2023,105700
Machine Learning Engineer,2023,263500
Machine Learning Engineer,2023,189360
Machine Learning Engineer,2023,192000
Machine Learning Engineer,2023,124000
AI Developer,2023,230000
AI Developer,2023,124000
Data Engineer,2023,148500
Data Engineer,2023,82500
Data Engineer,2023,184800
Data Engineer,2023,161900
Data Architect,2023,310000
Data Architect,2023,206000
AI Engineer,2023,372000
AI Engineer,2023,223000
Data Scientist,2023,172256
Data Scientist,2023,123040
Data Analyst,2023,95000
Data Analyst,2023,80000
Data Scientist,2023,131000
Data Scientist,2023,110000
Data Engineer,2023,148500
Data Engineer,2023,82500
Data Engineer,2023,133000
Data Engineer,2023,58400
Data Manager,2023,233500
Data Manager,2023,146000
Data Engineer,2023,300000
Data Engineer,2023,130000
Data Scientist,2023,280889
Data Scientist,2023,187259
AI Architect,2023,305100
AI Architect,2023,146900
Business Intelligence Analyst,2023,78800
Business Intelligence Analyst,2023,44100
MLOps Engineer,2023,166000
MLOps Engineer,2023,73100
Data Scientist,2023,150000
Data Scientist,2023,80000
Analytics Engineer,2023,150000
Analytics Engineer,2023,80000
Data Scientist,2023,170000
Data Scientist,2023,120000
Data Engineer,2023,110000
Data Engineer,2023,90000
Business Intelligence Engineer,2023,202800
Business Intelligence Engineer,2023,104300
Data Science Manager,2023,272400
Data Science Manager,2023,140100
Data Engineer,2023,154000
Data Engineer,2023,103000
Machine Learning Engineer,2023,223600
Machine Learning Engineer,2023,115000
Business Intelligence Analyst,2023,80750
Business Intelligence Analyst,2023,48450
BI Developer,2023,85600
BI Developer,2023,57000
Data Engineer,2023,190400
Data Engineer,2023,112000
Data Strategist,2023,119636
Data Strategist,2023,70374
Data Engineer,2023,304750
Data Engineer,2023,160000
Data Analyst,2023,98873
Data Analyst,2023,58161
Analytics Engineer,2023,138000
Analytics Engineer,2023,85500
Data Scientist,2023,307100
Data Scientist,2023,216800
Data Scientist,2023,153600
Data Scientist,2023,106800
Data Analyst,2023,250000
Data Analyst,2023,125000
Machine Learning Engineer,2023,280000
Machine Learning Engineer,2023,180000
Data Engineer,2023,160000
Data Engineer,2023,130000
Data Scientist,2023,180000
Data Scientist,2023,162000
Business Intelligence Engineer,2023,185000
Business Intelligence Engineer,2023,79600
Data Analyst,2023,164640
Data Analyst,2023,131712
Data Analyst,2023,74800
Data Analyst,2023,63600
Data Scientist,2023,138510
Data Scientist,2023,95490
Machine Learning Engineer,2023,92280
Machine Learning Engineer,2023,67672
Data Engineer,2023,280000
Data Engineer,2023,160000
Machine Learning Engineer,2023,170000
Machine Learning Engineer,2023,140000
Data Scientist,2023,137500
Data Scientist,2023,81500
Data Engineer,2023,253792
Data Engineer,2023,158620
Business Intelligence Specialist,2023,259900
Business Intelligence Specialist,2023,139200
Machine Learning Infrastructure Engineer,2023,118118
Machine Learning Infrastructure Engineer,2023,79976
Research Scientist,2023,293000
Research Scientist,2023,185000
Data Engineer,2023,180000
Data Engineer,2023,90000
Data Scientist,2023,165000
Data Scientist,2023,115500
Data Engineer,2023,110000
Data Engineer,2023,70000
Research Analyst,2023,142000
Research Analyst,2023,102000
Data Quality Engineer,2023,141600
Data Quality Engineer,2023,121400
Data Engineer,2023,240000
Data Engineer,2023,170000
Applied Scientist,2023,222200
Applied Scientist,2023,136000
Data Analyst,2023,55000
Data Analyst,2023,49000
Data Engineer,2023,135000
Data Engineer,2023,110000
Data Engineer,2023,200000
Data Engineer,2023,180000
Director of Data Science,2023,246080
Director of Data Science,2023,184560
Data Scientist,2023,168000
Data Scientist,2023,130000
Data Scientist,2023,105000
Data Scientist,2023,70000
Data Analyst,2023,105000
Data Analyst,2023,100000
Data Engineer,2023,243000
Data Engineer,2023,152000
BI Developer,2023,167500
BI Developer,2023,106500
Business Data Analyst,2023,79976
Business Intelligence Analyst,2023,115600
Business Intelligence Analyst,2023,79700
Applied Scientist,2023,281700
Applied Scientist,2023,141100
Data Specialist,2023,173100
Data Specialist,2023,86900
Machine Learning Engineer,2023,258700
Machine Learning Engineer,2023,133800
Data Analyst,2023,120000
Data Analyst,2023,85000
Machine Learning Engineer,2023,225300
Machine Learning Engineer,2023,197400
Data Analyst,2023,157000
Data Analyst,2023,125000
Data Scientist,2023,208000
Data Scientist,2023,134000
Data Engineer,2023,140000
Data Engineer,2023,65000
Data Scientist,2023,258700
Data Scientist,2023,160000
Data Scientist,2023,258700
Data Scientist,2023,188200
Data Engineer,2023,49216
Data Engineer,2023,49216
Data Engineer,2023,110000
Data Engineer,2023,73400
Data Engineer,2023,183414
Data Engineer,2023,183414
Data Engineer,2023,130000
Data Engineer,2023,97200
Machine Learning Engineer,2023,299000
Machine Learning Engineer,2023,187000
Machine Learning Engineer,2023,204500
Machine Learning Engineer,2023,66000
Machine Learning Engineer,2023,190000
Machine Learning Engineer,2023,140000
Data Engineer,2023,170200
Data Engineer,2023,83900
Data Engineer,2023,130000
Data Engineer,2023,101570
Data Analyst,2023,177000
Data Analyst,2023,118000
Machine Learning Engineer,2023,234500
Machine Learning Engineer,2023,127000
ML Engineer,2023,114979
Data Scientist,2023,287500
Data Scientist,2023,168000
Data Engineer,2023,155000
Data Engineer,2023,140000
Data Lead,2023,230000
Data Lead,2023,180000
Data Scientist,2023,153000
Data Scientist,2023,136000
Data Analyst,2023,93918
Data Analyst,2023,51962
Machine Learning Engineer,2023,254000
Machine Learning Engineer,2023,200000
Data Engineer,2023,214500
Data Engineer,2023,134500
Data Scientist,2023,136000
Data Scientist,2023,104000
Data Analyst,2023,110000
Data Analyst,2023,90000
Data Engineer,2023,145000
Data Engineer,2023,115000
Data Scientist,2023,143000
Data Scientist,2023,117000
Applied Scientist,2023,216000
Applied Scientist,2023,184000
Machine Learning Engineer,2023,324000
Machine Learning Engineer,2023,159000
Data Scientist,2023,130000
Data Scientist,2023,110000
Data Scientist,2023,73824
Data Scientist,2023,55368
Research Engineer,2023,370000
Research Engineer,2023,200000
Data Scientist,2023,275300
Data Scientist,2023,183500
Applied Scientist,2023,230000
Applied Scientist,2023,196000
Machine Learning Engineer,2023,253000
Machine Learning Engineer,2023,172040
Data Engineer,2023,234000
Data Engineer,2023,178000
Data Scientist,2023,164000
Data Scientist,2023,130000
Business Intelligence Specialist,2023,109238
Business Intelligence Specialist,2023,68274
Data Engineer,2023,57223
Data Engineer,2023,51824
Data Analyst,2023,80800
Data Analyst,2023,53800
Data Engineer,2023,258900
Data Engineer,2023,176080
Data Engineer,2023,70748
Data Engineer,2023,67056
Business Intelligence Analyst,2023,120000
Business Intelligence Analyst,2023,110000
Machine Learning Engineer,2023,309000
Machine Learning Engineer,2023,142000
Data Scientist,2023,201650
Data Scientist,2023,124600
Data Quality Analyst,2023,65000
Data Quality Analyst,2023,60000
Data Engineer,2023,132100
Data Engineer,2023,68400
Data Analyst,2023,145000
Data Analyst,2023,110000
Business Intelligence Engineer,2023,160000
Business Intelligence Engineer,2023,140000
Data Analyst,2023,87500
Data Analyst,2023,62500
Data Analyst,2023,142000
Data Analyst,2023,128000
Data Engineer,2023,160000
Data Engineer,2023,130000
Data Scientist,2023,155000
Data Scientist,2023,139500
Business Intelligence Engineer,2023,202800
Business Intelligence Engineer,2023,104300
Machine Learning Engineer,2023,221000
Machine Learning Engineer,2023,129000
Data Engineer,2023,259000
Data Engineer,2023,138750
Data Scientist,2023,120000
Data Scientist,2023,100000
Research Engineer,2023,155000
Research Engineer,2023,130000
Data Engineer,2023,247300
Data Engineer,2023,139700
Applied Scientist,2023,215000
Applied Scientist,2023,182750
Research Scientist,2023,248100
Research Scientist,2023,145900
Data Scientist,2023,207000
Data Scientist,2023,141000
Data Scientist,2023,90000
Data Scientist,2023,55000
Data Engineer,2023,247300
Data Engineer,2023,139700
Machine Learning Engineer,2023,36000
Research Engineer,2023,300000
Research Engineer,2023,100000
Research Engineer,2023,300000
Research Engineer,2023,100000
Data Analyst,2023,116700
Data Analyst,2023,93400
Data Analyst,2023,80000
Data Analyst,2023,50000
Applied Scientist,2023,179000
Applied Scientist,2023,176490
Data Scientist,2023,195000
Data Scientist,2023,143750
Data Scientist,2023,180000
Data Scientist,2023,162000
Data Scientist,2023,199000
Data Scientist,2023,196760
Machine Learning Engineer,2023,90000
Machine Learning Engineer,2023,70000
ML Engineer,2023,324000
ML Engineer,2023,159000
Data Engineer,2023,222000
Data Engineer,2023,159000
Data Analyst,2023,175000
Data Analyst,2023,150000
AI Developer,2023,50000
Machine Learning Engineer,2023,70179
BI Developer,2023,110000
BI Developer,2023,75000
Data Analyst,2023,46426
Data Analyst,2023,38868
Machine Learning Engineer,2023,220000
Machine Learning Engineer,2023,80000
Data Engineer,2023,167500
Data Engineer,2023,106500
Research Scientist,2023,150000
Research Scientist,2023,130000
Data Engineer,2023,150000
Data Engineer,2023,130000
Data Analyst,2023,126500
Data Analyst,2023,78000
Data Scientist,2023,185900
Data Scientist,2023,129300
Data Lead,2023,250000
Data Lead,2023,222000
Data Product Manager,2023,145000
Data Product Manager,2023,120000
Data Analyst,2023,150000
Data Analyst,2023,120000
Decision Scientist,2023,204500
Decision Scientist,2023,142200
Data Scientist,2023,297000
Data Scientist,2023,138000
Data Analyst,2023,147600
Data Analyst,2023,106300
Data Engineer,2023,247300
Data Engineer,2023,139700
Data Analyst,2023,102586
Data Analyst,2023,79981
Data Science Consultant,2023,131250
Data Science Consultant,2023,128100
Data Science Consultant,2023,116000
Data Science Consultant,2023,90000
Data Engineer,2023,174500
Data Engineer,2023,113000
Financial Data Analyst,2023,56500
AI Engineer,2023,38868
Data Scientist,2023,227000
Data Scientist,2023,185000
Machine Learning Engineer,2023,230000
Machine Learning Engineer,2023,160000
Data Engineer,2023,185000
Data Engineer,2023,150000
Data Engineer,2023,138300
Data Engineer,2023,110700
Business Intelligence Engineer,2023,185000
Business Intelligence Engineer,2023,79600
Data Scientist,2023,208500
Data Scientist,2023,165000
Data Analyst,2023,100000
Data Analyst,2023,75000
Data Architect,2023,185000
Data Architect,2023,150000
Data Scientist,2023,48585
Data Scientist,2023,38868
Data Scientist,2023,137500
Data Scientist,2023,81500
Business Intelligence Analyst,2023,130000
Business Intelligence Analyst,2023,80000
Applied Scientist,2023,230000
Applied Scientist,2023,196000
Business Intelligence Engineer,2023,202800
Business Intelligence Engineer,2023,104300
Applied Scientist,2023,216000
Applied Scientist,2023,184000
Data Engineer,2023,212175
Data Engineer,2023,156000
Data Engineer,2023,184000
Data Engineer,2023,123000
Data Analyst,2023,111151
Data Analyst,2023,66691
Data Scientist,2023,190000
Data Scientist,2023,138700
Data Analyst,2023,95040
Data Analyst,2023,59400
Machine Learning Engineer,2023,197802
Machine Learning Engineer,2023,156453
Data Scientist,2023,308000
Data Scientist,2023,144000
Data Quality Analyst,2023,172000
Data Quality Analyst,2023,140000
Data Engineer,2023,89819
Data Engineer,2023,72593
Data Architect,2023,185000
Data Architect,2023,150000
Data Engineer,2023,154000
Data Engineer,2023,103000
Data Engineer,2023,180000
Data Engineer,2023,122400
Research Analyst,2023,80000
Research Analyst,2023,70000
Data Analyst,2023,120000
Data Analyst,2023,90000
Data Engineer,2023,227500
Data Engineer,2023,147500
Machine Learning Engineer,2023,150000
Machine Learning Engineer,2023,50000
Data Engineer,2023,73824
Data Engineer,2023,55368
Data Science Engineer,2023,220000
Data Science Engineer,2023,180000
Machine Learning Engineer,2023,331640
Machine Learning Engineer,2023,267720
Data Engineer,2023,190000
Data Engineer,2023,130000
Data Engineer,2023,160000
Data Engineer,2023,130000
Data Engineer,2023,150000
Data Engineer,2023,50000
Analytics Engineer,2023,172200
Analytics Engineer,2023,131200
Data Strategy Manager,2023,250000
Data Strategy Manager,2023,100000
Data Engineer,2023,178000
Data Engineer,2023,165000
Business Intelligence Engineer,2023,202800
Business Intelligence Engineer,2023,104300
Data Analyst,2023,155000
Data Analyst,2023,120000
Data Analyst,2023,280000
Data Analyst,2023,200000
Data Engineer,2023,184000
Data Engineer,2023,123000
Business Intelligence Engineer,2023,202800
Business Intelligence Engineer,2023,104300
Data Manager,2023,73824
Data Manager,2023,67672
Data Scientist,2023,290000
Data Scientist,2023,173200
Data Scientist,2023,235000
Data Scientist,2023,204000
Machine Learning Scientist,2023,300000
Machine Learning Scientist,2023,222000
Analytics Engineer,2023,160000
Analytics Engineer,2023,136000
Data Architect,2023,206000
Data Architect,2023,134000
Data Scientist,2023,155000
Data Scientist,2023,105000
Machine Learning Engineer,2023,287500
Machine Learning Engineer,2023,212500
Machine Learning Engineer,2023,190027
Machine Learning Engineer,2023,152022
Data Scientist,2023,19434
Data Engineer,2023,130000
Data Engineer,2023,100000
Data Engineer,2023,250000
Data Engineer,2023,125000
Data Engineer,2023,131000
Data Engineer,2023,88000
Data Analyst,2023,80000
Data Analyst,2023,50000
Machine Learning Engineer,2023,198000
Machine Learning Engineer,2023,132000
Business Intelligence Engineer,2023,125000
Business Intelligence Engineer,2023,115000
Data Engineer,2023,184000
Data Engineer,2023,123000
Data Manager,2023,145000
Data Manager,2023,130000
Machine Learning Engineer,2023,170700
Machine Learning Engineer,2023,113900
Data Engineer,2023,184000
Data Engineer,2023,123000
Machine Learning Engineer,2023,280000
Machine Learning Engineer,2023,200000
Data Engineer,2023,185000
Data Engineer,2023,81000
Machine Learning Engineer,2023,220000
Machine Learning Engineer,2023,80000
Data Scientist,2023,185000
Data Scientist,2023,123000
Data Manager,2023,80000
Data Manager,2023,75000
Research Scientist,2023,150000
Research Scientist,2023,130000
Data Analyst,2023,53000
Data Analyst,2023,48000
Analytics Engineer,2023,369120
Analytics Engineer,2023,73824
Data Scientist,2023,150000
Data Scientist,2023,125000
Data Scientist,2023,150000
Data Scientist,2023,130000
Data Engineer,2023,70748
Data Engineer,2023,67056
Data Engineer,2023,190000
Data Engineer,2023,170000
Data Analyst,2023,125000
Data Analyst,2023,115000
Data Engineer,2023,130000
Data Engineer,2023,101570
Data Engineer,2023,150000
Data Engineer,2023,115000
Data Engineer,2023,184000
Data Engineer,2023,123000
Computer Vision Engineer,2023,194000
Computer Vision Engineer,2023,175000
Data Analyst,2023,185000
Data Analyst,2023,160000
Data Engineer,2023,185000
Data Engineer,2023,50000
Data Manager,2023,80000
Data Manager,2023,70000
Machine Learning Engineer,2023,254000
Machine Learning Engineer,2023,200000
Data Engineer,2023,130916
Data Engineer,2023,120000
Data Scientist,2023,160000
Data Scientist,2023,130000
Applied Scientist,2023,218213
Applied Scientist,2023,178538
Applied Scientist,2023,222200
Applied Scientist,2023,136000
Data Scientist,2023,316000
